[09-09-2025 22:51:15] Se insertó el empleado -> ID: 50 | Nombre: Carlos | Puesto: Dev | Salario: $4000.0 | Edad: 44
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 72 | Nombre: Empleado72 | Puesto: Tester | Salario: $13825.802115152212 | Edad: 55
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 73 | Nombre: Empleado73 | Puesto: Gerente | Salario: $38111.96576674646 | Edad: 49
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 74 | Nombre: Empleado74 | Puesto: Soporte | Salario: $41225.81265992462 | Edad: 52
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 75 | Nombre: Empleado75 | Puesto: Desarrollador | Salario: $16334.572443368445 | Edad: 52
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 76 | Nombre: Empleado76 | Puesto: Gerente | Salario: $27708.590950263802 | Edad: 22
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 77 | Nombre: Empleado77 | Puesto: Tester | Salario: $19255.810576924312 | Edad: 41
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 78 | Nombre: Empleado78 | Puesto: Tester | Salario: $41523.78730408216 | Edad: 47
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 79 | Nombre: Empleado79 | Puesto: Tester | Salario: $39174.8975864745 | Edad: 60
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 80 | Nombre: Empleado80 | Puesto: Tester | Salario: $48253.19090837086 | Edad: 54
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 81 | Nombre: Empleado81 | Puesto: Soporte | Salario: $43558.161057397694 | Edad: 53
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 82 | Nombre: Empleado82 | Puesto: Gerente | Salario: $46941.99702136722 | Edad: 27
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 83 | Nombre: Empleado83 | Puesto: Analista | Salario: $36297.81132744512 | Edad: 24
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 84 | Nombre: Empleado84 | Puesto: Analista | Salario: $34477.32788597419 | Edad: 47
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 85 | Nombre: Empleado85 | Puesto: Analista | Salario: $42562.82025057074 | Edad: 24
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 86 | Nombre: Empleado86 | Puesto: Analista | Salario: $21140.04620545141 | Edad: 34
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 87 | Nombre: Empleado87 | Puesto: Gerente | Salario: $47921.841034880585 | Edad: 27
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 88 | Nombre: Empleado88 | Puesto: Desarrollador | Salario: $34826.19209044862 | Edad: 53
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 89 | Nombre: Empleado89 | Puesto: Analista | Salario: $20113.417576081243 | Edad: 38
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 90 | Nombre: Empleado90 | Puesto: Gerente | Salario: $22254.690453999694 | Edad: 57
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 91 | Nombre: Empleado91 | Puesto: Soporte | Salario: $35784.03318153049 | Edad: 39
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 92 | Nombre: Empleado92 | Puesto: Analista | Salario: $22548.30160302459 | Edad: 52
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 93 | Nombre: Empleado93 | Puesto: Tester | Salario: $24709.866016584514 | Edad: 27
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 94 | Nombre: Empleado94 | Puesto: Desarrollador | Salario: $31895.080931898345 | Edad: 24
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 95 | Nombre: Empleado95 | Puesto: Soporte | Salario: $10463.4472360256 | Edad: 37
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 96 | Nombre: Empleado96 | Puesto: Gerente | Salario: $37567.943903176594 | Edad: 27
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 97 | Nombre: Empleado97 | Puesto: Tester | Salario: $49181.700368481215 | Edad: 33
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 98 | Nombre: Empleado98 | Puesto: Desarrollador | Salario: $15400.224204715934 | Edad: 55
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 99 | Nombre: Empleado99 | Puesto: Tester | Salario: $27037.17127625027 | Edad: 45
[10-09-2025 19:20:52] Se insertó el empleado -> ID: 100 | Nombre: Empleado100 | Puesto: Soporte | Salario: $16885.45491211611 | Edad: 39
[10-09-2025 19:20:52] Se generaron 100 empleados por defecto en el sistema.
[10-09-2025 19:21:00] Se realizó recorrido Inorden
[10-09-2025 19:21:40] Se realizó recorrido Preorden
[10-09-2025 19:23:09] Se realizó recorrido Postorden
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 1 | Nombre: Empleado 1 | Puesto: Gerente | Salario: $48274.200623807425 | Edad: 35
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 2 | Nombre: Empleado 2 | Puesto: Soporte | Salario: $40001.05613435206 | Edad: 56
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 3 | Nombre: Empleado 3 | Puesto: Tester | Salario: $28433.799220228248 | Edad: 49
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 4 | Nombre: Empleado 4 | Puesto: Analista | Salario: $22649.488560703823 | Edad: 56
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 5 | Nombre: Empleado 5 | Puesto: Gerente | Salario: $41966.75804134537 | Edad: 59
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 6 | Nombre: Empleado 6 | Puesto: Desarrollador | Salario: $21730.26530379356 | Edad: 27
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 7 | Nombre: Empleado 7 | Puesto: Soporte | Salario: $39859.95746734007 | Edad: 35
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 8 | Nombre: Empleado 8 | Puesto: Gerente | Salario: $25214.840964414074 | Edad: 47
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 9 | Nombre: Empleado 9 | Puesto: Analista | Salario: $31814.896982709433 | Edad: 46
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 10 | Nombre: Empleado 10 | Puesto: Tester | Salario: $26166.19939839007 | Edad: 59
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 11 | Nombre: Empleado 11 | Puesto: Analista | Salario: $28538.60675162226 | Edad: 28
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 12 | Nombre: Empleado 12 | Puesto: Gerente | Salario: $16372.783532995982 | Edad: 38
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 13 | Nombre: Empleado 13 | Puesto: Tester | Salario: $45489.2203666596 | Edad: 28
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 14 | Nombre: Empleado 14 | Puesto: Soporte | Salario: $32006.55005321466 | Edad: 44
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 15 | Nombre: Empleado 15 | Puesto: Desarrollador | Salario: $47545.199879109445 | Edad: 50
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 16 | Nombre: Empleado 16 | Puesto: Analista | Salario: $48215.53724288738 | Edad: 21
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 17 | Nombre: Empleado 17 | Puesto: Soporte | Salario: $43012.516049014885 | Edad: 20
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 18 | Nombre: Empleado 18 | Puesto: Desarrollador | Salario: $21631.658473112417 | Edad: 53
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 19 | Nombre: Empleado 19 | Puesto: Desarrollador | Salario: $20579.413353981236 | Edad: 41
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 20 | Nombre: Empleado 20 | Puesto: Gerente | Salario: $18094.757609147935 | Edad: 38
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 21 | Nombre: Empleado 21 | Puesto: Analista | Salario: $24273.678215241544 | Edad: 37
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 22 | Nombre: Empleado 22 | Puesto: Soporte | Salario: $17464.254963149673 | Edad: 60
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 23 | Nombre: Empleado 23 | Puesto: Desarrollador | Salario: $19172.67014067724 | Edad: 60
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 24 | Nombre: Empleado 24 | Puesto: Analista | Salario: $18210.036534248557 | Edad: 38
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 25 | Nombre: Empleado 25 | Puesto: Tester | Salario: $34561.65162623898 | Edad: 50
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 26 | Nombre: Empleado 26 | Puesto: Gerente | Salario: $31544.54806207831 | Edad: 25
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 27 | Nombre: Empleado 27 | Puesto: Soporte | Salario: $21431.312711125713 | Edad: 33
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 28 | Nombre: Empleado 28 | Puesto: Gerente | Salario: $18178.373908849408 | Edad: 21
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 29 | Nombre: Empleado 29 | Puesto: Gerente | Salario: $47650.64348561857 | Edad: 35
[10-09-2025 19:35:33] Se insertó el empleado -> ID: 30 | Nombre: Empleado 30 | Puesto: Desarrollador | Salario: $20351.882156343 | Edad: 22
[10-09-2025 19:35:33] Se generaron 100 empleados por defecto en el sistema.
[10-09-2025 19:35:42] Se realizó recorrido Inorden
[10-09-2025 19:36:04] Se eliminó el empleado con ID 3
[10-09-2025 19:36:14] Se eliminó el empleado con ID 7
[10-09-2025 19:36:18] Se eliminó el empleado con ID 20
[10-09-2025 19:36:22] Se eliminó el empleado con ID 16
[10-09-2025 19:36:24] Se eliminó el empleado con ID 12
[10-09-2025 19:36:32] Se eliminó el empleado con ID 3
[10-09-2025 19:36:35] Se realizó recorrido Inorden
[10-09-2025 19:36:55] Se realizó recorrido Preorden
[10-09-2025 19:37:28] Se eliminó el empleado con ID 30
[10-09-2025 19:37:32] Se eliminó el empleado con ID 29
[10-09-2025 19:37:34] Se eliminó el empleado con ID 28
[10-09-2025 19:37:50] Se insertó el empleado -> ID: 55 | Nombre: Selene | Puesto: Gerente | Salario: $3000.0 | Edad: 33
[10-09-2025 19:38:04] Se insertó el empleado -> ID: 99 | Nombre: Sol | Puesto: Diseño | Salario: $8999.0 | Edad: 58
[10-09-2025 19:38:24] Se insertó el empleado -> ID: 99 | Nombre: Carlos | Puesto: Tecnico | Salario: $4000.0 | Edad: 28
[10-09-2025 19:38:27] Se realizó recorrido Preorden
[10-09-2025 19:39:33] El usuario salió del sistema.
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 1 | Nombre: Empleado 1 | Puesto: Gerente | Salario: $13559.829139642527 | Edad: 49
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 2 | Nombre: Empleado 2 | Puesto: Analista | Salario: $21143.605988494834 | Edad: 22
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 3 | Nombre: Empleado 3 | Puesto: Soporte | Salario: $11777.94083167801 | Edad: 42
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 4 | Nombre: Empleado 4 | Puesto: Tester | Salario: $37785.483617163656 | Edad: 52
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 5 | Nombre: Empleado 5 | Puesto: Desarrollador | Salario: $32149.295040055673 | Edad: 51
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 6 | Nombre: Empleado 6 | Puesto: Analista | Salario: $18949.926666943233 | Edad: 34
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 7 | Nombre: Empleado 7 | Puesto: Gerente | Salario: $15193.613151937443 | Edad: 35
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 8 | Nombre: Empleado 8 | Puesto: Gerente | Salario: $32778.937795287115 | Edad: 41
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 9 | Nombre: Empleado 9 | Puesto: Tester | Salario: $23025.660926320146 | Edad: 28
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 10 | Nombre: Empleado 10 | Puesto: Analista | Salario: $26303.673451468945 | Edad: 24
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 11 | Nombre: Empleado 11 | Puesto: Analista | Salario: $30735.126043016997 | Edad: 60
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 12 | Nombre: Empleado 12 | Puesto: Soporte | Salario: $49706.49749171451 | Edad: 51
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 13 | Nombre: Empleado 13 | Puesto: Gerente | Salario: $39152.48705208303 | Edad: 46
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 14 | Nombre: Empleado 14 | Puesto: Analista | Salario: $41517.97628612605 | Edad: 51
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 15 | Nombre: Empleado 15 | Puesto: Analista | Salario: $11350.736113085484 | Edad: 44
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 16 | Nombre: Empleado 16 | Puesto: Desarrollador | Salario: $23133.82960315757 | Edad: 57
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 17 | Nombre: Empleado 17 | Puesto: Analista | Salario: $18865.607405878247 | Edad: 28
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 18 | Nombre: Empleado 18 | Puesto: Tester | Salario: $42794.659610917304 | Edad: 35
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 19 | Nombre: Empleado 19 | Puesto: Tester | Salario: $13499.804163441228 | Edad: 45
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 20 | Nombre: Empleado 20 | Puesto: Desarrollador | Salario: $27179.086618576963 | Edad: 40
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 21 | Nombre: Empleado 21 | Puesto: Analista | Salario: $16709.504422670754 | Edad: 42
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 22 | Nombre: Empleado 22 | Puesto: Soporte | Salario: $43018.74615333072 | Edad: 45
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 23 | Nombre: Empleado 23 | Puesto: Tester | Salario: $40954.254178186515 | Edad: 30
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 24 | Nombre: Empleado 24 | Puesto: Tester | Salario: $21651.402925185557 | Edad: 54
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 25 | Nombre: Empleado 25 | Puesto: Analista | Salario: $46024.165264470656 | Edad: 42
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 26 | Nombre: Empleado 26 | Puesto: Gerente | Salario: $36186.25668476971 | Edad: 48
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 27 | Nombre: Empleado 27 | Puesto: Soporte | Salario: $48241.1436525077 | Edad: 41
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 28 | Nombre: Empleado 28 | Puesto: Gerente | Salario: $23963.319549716372 | Edad: 25
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 29 | Nombre: Empleado 29 | Puesto: Tester | Salario: $21563.686696922316 | Edad: 34
[10-09-2025 19:39:38] Se insertó el empleado -> ID: 30 | Nombre: Empleado 30 | Puesto: Soporte | Salario: $16246.568037662872 | Edad: 48
[10-09-2025 19:39:38] Se generaron 100 empleados por defecto en el sistema.
[10-09-2025 19:39:48] Se eliminó el empleado con ID 1
[10-09-2025 19:39:49] Se eliminó el empleado con ID 2
[10-09-2025 19:39:51] Se eliminó el empleado con ID 3
[10-09-2025 19:39:56] Se eliminó el empleado con ID 4
[10-09-2025 19:40:00] Se eliminó el empleado con ID 5
[10-09-2025 19:40:02] Se eliminó el empleado con ID 6
[10-09-2025 19:40:04] Se eliminó el empleado con ID 7
[10-09-2025 19:40:06] Se eliminó el empleado con ID 8
[10-09-2025 19:40:09] Se eliminó el empleado con ID 9
[10-09-2025 19:40:11] Se eliminó el empleado con ID 10
[10-09-2025 19:40:13] Se eliminó el empleado con ID 11
[10-09-2025 19:40:15] Se eliminó el empleado con ID 12
[10-09-2025 19:40:18] Se eliminó el empleado con ID 13
[10-09-2025 19:40:21] Se eliminó el empleado con ID 14
[10-09-2025 19:40:24] Se eliminó el empleado con ID 15
